case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-milestone-L1-007,1,milestone,1,vi,complete,done,ok,1,0.0005050000036135316,0.0005050000036135316,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L1-007,1,crowdfunding,1,vi,complete,done,ok,1,0.0007893000147305429,0.0007893000147305429,0,0,0,,unknown,1.0,True,False
en-swap-L1-004,1,swap,1,en,complete,done,ok,1,0.00028090004343539476,0.00028090004343539476,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L3-005,1,cancellation_fee,3,vi,ambiguous,done,ok,1,0.0005569999921135604,0.0005569999921135604,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L3-003,1,escrow_3party,3,en,missing,done,ok,1,0.0005873999907635152,0.0005873999907635152,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-007,1,escrow_3party,3,vi,missing,done,ok,1,0.000556300044991076,0.000556300044991076,0,0,0,,unknown,1.0,True,False
vi-loan-L2-003,1,loan,2,vi,ambiguous,done,ok,1,0.0003872000379487872,0.0003872000379487872,0,0,0,,unknown,1.0,True,False
vi-milestone-L3-008,1,milestone,3,vi,complete,done,ok,1,0.00041199999395757914,0.00041199999395757914,0,0,0,,unknown,1.0,True,False
en-swap-L1-002,1,swap,1,en,complete,done,ok,1,0.0004172999761067331,0.0004172999761067331,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L2-008,1,escrow_3party,2,vi,missing,done,ok,1,0.0006761999684385955,0.0006761999684385955,0,0,0,,unknown,1.0,True,False
vi-infeasible-L2-001,1,infeasible,2,vi,infeasible,done,ok,1,7.250002818182111e-05,7.250002818182111e-05,0,0,0,,unknown,,False,True
vi-vesting-L3-009,1,vesting,3,vi,complete,done,ok,1,0.00045849999878555536,0.00045849999878555536,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L1-007,1,rental_deposit,1,vi,missing,done,ok,1,0.0004969000001437962,0.0004969000001437962,0,0,0,,unknown,1.0,True,False
vi-vesting-L2-003,1,vesting,2,vi,complete,done,ok,1,0.0004407000378705561,0.0004407000378705561,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-005,1,escrow_3party,1,en,missing,done,ok,1,0.000507500022649765,0.000507500022649765,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L2-002,1,crowdfunding,2,en,complete,done,ok,1,0.0004102999810129404,0.0004102999810129404,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-008,1,crowdfunding,3,en,complete,done,ok,1,0.00035310001112520695,0.00035310001112520695,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-006,1,third_party,3,vi,missing,done,ok,1,0.000603899999987334,0.000603899999987334,0,0,0,,unknown,1.0,True,False
vi-loan-L1-004,1,loan,1,vi,complete,done,ok,1,0.00042100000428035855,0.00042100000428035855,0,0,0,,unknown,1.0,True,False
en-swap-L1-007,1,swap,1,en,missing,done,ok,1,0.0003505999920889735,0.0003505999920889735,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L1-006,1,crowdfunding,1,en,complete,done,ok,1,0.0004976000054739416,0.0004976000054739416,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-004,1,third_party,2,vi,ambiguous,done,ok,1,0.0005820999504067004,0.0005820999504067004,0,0,0,,unknown,1.0,True,False
en-swap-L2-006,1,swap,2,en,ambiguous,done,ok,1,0.0005087999743409455,0.0005087999743409455,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-010,1,third_party,3,vi,missing,done,ok,1,0.0005542999715544283,0.0005542999715544283,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-004,1,escrow_3party,3,vi,complete,done,ok,1,0.0005927000311203301,0.0005927000311203301,0,0,0,,unknown,1.0,True,False
en-milestone-L4-002,1,milestone,4,en,complete,done,ok,1,0.00042559998109936714,0.00042559998109936714,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-003,1,cancellation_fee,2,en,complete,done,ok,1,0.0006364000146277249,0.0006364000146277249,0,0,0,,unknown,1.0,True,False
vi-loan-L1-010,1,loan,1,vi,complete,done,ok,1,0.00047069997526705265,0.00047069997526705265,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-007,1,third_party,2,vi,missing,done,ok,1,0.00047530001029372215,0.00047530001029372215,0,0,0,,unknown,1.0,True,False
vi-swap-L3-008,1,swap,3,vi,missing,done,ok,1,0.0003893999964930117,0.0003893999964930117,0,0,0,,unknown,1.0,True,False
en-swap-L3-005,1,swap,3,en,ambiguous,done,ok,1,0.00044249999336898327,0.00044249999336898327,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-002,1,escrow_3party,1,en,complete,done,ok,1,0.0005129000055603683,0.0005129000055603683,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-005,1,third_party,2,vi,complete,done,ok,1,0.0005884999991394579,0.0005884999991394579,0,0,0,,unknown,1.0,True,False
