case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-milestone-L1-007,1,milestone,1,vi,complete,done,ok,1,0.0009198000188916922,0.0005019999807700515,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L1-007,1,crowdfunding,1,vi,complete,done,ok,1,0.0010745000327005982,0.000582900014705956,0,0,0,,unknown,1.0,True,False
en-swap-L1-004,1,swap,1,en,complete,done,ok,1,0.0007244999869726598,0.00040990003617480397,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L3-003,1,escrow_3party,3,en,missing,done,ok,1,0.0010916999890469015,0.00035719998413696885,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-007,1,escrow_3party,3,vi,missing,done,ok,1,0.0012134999851696193,0.0004456000169739127,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L3-005,1,cancellation_fee,3,vi,ambiguous,done,ok,1,0.0010255000088363886,0.0005373000167310238,0,0,0,,unknown,1.0,True,False
vi-loan-L2-003,1,loan,2,vi,ambiguous,done,ok,1,0.0006636000471189618,0.0003815000527538359,0,0,0,,unknown,1.0,True,False
vi-milestone-L3-008,1,milestone,3,vi,complete,done,ok,1,0.0008341999491676688,0.0003687999560497701,0,0,0,,unknown,1.0,True,False
en-swap-L1-002,1,swap,1,en,complete,done,ok,1,0.0006716999923810363,0.0003577999887056649,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L2-008,1,escrow_3party,2,vi,missing,done,ok,1,0.0015487999771721661,0.0005248999805189669,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-009,1,vesting,3,vi,complete,done,ok,1,0.0007967999554239213,0.00044539995724335313,0,0,0,,unknown,1.0,True,False
vi-infeasible-L2-001,1,infeasible,2,vi,infeasible,done,ok,1,0.00010830000974237919,0.00010659999679774046,0,0,0,,unknown,,False,True
vi-vesting-L2-003,1,vesting,2,vi,complete,done,ok,1,0.0005784999812021852,0.00025340000865980983,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L1-007,1,rental_deposit,1,vi,missing,done,ok,1,0.001056100009009242,0.0005295000155456364,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-005,1,escrow_3party,1,en,missing,done,ok,1,0.0015344999847002327,0.0005943999858573079,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L2-002,1,crowdfunding,2,en,complete,done,ok,1,0.0009960000170394778,0.00041070004226639867,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-006,1,third_party,3,vi,missing,done,ok,1,0.001318400027230382,0.0005945000448264182,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-008,1,crowdfunding,3,en,complete,done,ok,1,0.0010127000277861953,0.000410800043027848,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L1-006,1,crowdfunding,1,en,complete,done,ok,1,0.0009634000016376376,0.00038049998693168163,0,0,0,,unknown,1.0,True,False
vi-loan-L1-004,1,loan,1,vi,complete,done,ok,1,0.0006834000232629478,0.0003839000128209591,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-004,1,third_party,2,vi,ambiguous,done,ok,1,0.0011275999713689089,0.0004235999658703804,0,0,0,,unknown,1.0,True,False
en-swap-L1-007,1,swap,1,en,missing,done,ok,1,0.0009546999935992062,0.0005685000214725733,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-010,1,third_party,3,vi,missing,done,ok,1,0.0011716000153683126,0.0004866000381298363,0,0,0,,unknown,1.0,True,False
en-swap-L2-006,1,swap,2,en,ambiguous,done,ok,1,0.0006328999879769981,0.0003093000268563628,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-004,1,escrow_3party,3,vi,complete,done,ok,1,0.0014733999851159751,0.0005430000019259751,0,0,0,,unknown,1.0,True,False
vi-loan-L1-010,1,loan,1,vi,complete,done,ok,1,0.0016479999758303165,0.001373999984934926,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-003,1,cancellation_fee,2,en,complete,done,ok,1,0.00090079999063164,0.0003915000124834478,0,0,0,,unknown,1.0,True,False
en-milestone-L4-002,1,milestone,4,en,complete,done,ok,1,0.0009587000240571797,0.0005138000124134123,0,0,0,,unknown,1.0,True,False
en-swap-L3-005,1,swap,3,en,ambiguous,done,ok,1,0.0007083999807946384,0.0003763999557122588,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-007,1,third_party,2,vi,missing,done,ok,1,0.001255400013178587,0.000508100027218461,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-005,1,third_party,2,vi,complete,done,ok,1,0.0012085000053048134,0.0005044999998062849,0,0,0,,unknown,1.0,True,False
vi-swap-L3-008,1,swap,3,vi,missing,done,ok,1,0.0007605999708175659,0.0004056999459862709,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-002,1,escrow_3party,1,en,complete,done,ok,1,0.0015088999643921852,0.0005244999774731696,0,0,0,,unknown,1.0,True,False
en-loan-L4-007,1,loan,4,en,missing,done,ok,1,0.0007425000076182187,0.0004243999719619751,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L2-004,1,cancellation_fee,2,vi,complete,done,ok,1,0.0011174000101163983,0.000611299998126924,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L3-002,1,cancellation_fee,3,en,ambiguous,done,ok,1,0.0016221999539993703,0.0009372999775223434,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-007,1,cancellation_fee,2,en,missing,done,ok,1,0.0010156999924220145,0.0005094999796710908,0,0,0,,unknown,1.0,True,False
vi-swap-L1-009,1,swap,1,vi,complete,done,ok,1,0.000868000031914562,0.00045330001739785075,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-008,1,rental_deposit,2,en,missing,done,ok,1,0.0009254000033251941,0.0005030999891459942,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-011,1,escrow_2party,1,en,missing,done,ok,1,0.000875100027769804,0.00038570002652704716,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L4-004,1,rental_deposit,4,en,complete,done,ok,1,0.0010207999730482697,0.0005375999608077109,0,0,0,,unknown,1.0,True,False
en-loan-L2-002,1,loan,2,en,missing,done,ok,1,0.0006685000262223184,0.00037570000858977437,0,0,0,,unknown,1.0,True,False
vi-loan-L1-001,1,loan,1,vi,complete,done,ok,1,0.000707399973180145,0.0003662999952211976,0,0,0,,unknown,1.0,True,False
en-third_party-L1-002,1,third_party,1,en,missing,done,ok,1,0.0012491000234149396,0.0005473000346682966,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-006,1,cancellation_fee,4,vi,missing,done,ok,1,0.001631900027859956,0.0012716000201180577,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L3-014,1,escrow_2party,3,vi,ambiguous,done,ok,1,0.0010864000068977475,0.0005461000255309045,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-007,1,escrow_2party,2,en,complete,done,ok,1,0.0007965000113472342,0.00034550001146271825,0,0,0,,unknown,1.0,True,False
en-vesting-L3-007,1,vesting,3,en,complete,done,ok,1,0.0006087999790906906,0.00035089999437332153,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L1-003,1,escrow_2party,1,vi,complete,done,ok,1,0.0010393999982625246,0.0004655999946407974,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-004,1,escrow_2party,4,vi,complete,done,ok,1,0.0011347000254318118,0.0005506000015884638,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-003,1,crowdfunding,3,en,complete,done,ok,1,0.0008521000272594392,0.0003772000200115144,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-010,1,escrow_2party,1,en,complete,done,ok,1,0.0010697999969124794,0.0004893000004813075,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-005,1,rental_deposit,2,en,complete,done,ok,1,0.0012660000356845558,0.0007315000402741134,0,0,0,,unknown,1.0,True,False
en-swap-L1-003,1,swap,1,en,complete,done,ok,1,0.0008892000187188387,0.0004393000272102654,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-003,1,third_party,2,vi,complete,done,ok,1,0.0010528999846428633,0.00046469998778775334,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-001,1,cancellation_fee,4,vi,complete,done,ok,1,0.0009074999834410846,0.0004803999909199774,0,0,0,,unknown,1.0,True,False
vi-swap-L3-010,1,swap,3,vi,complete,done,ok,1,0.0007932999869808555,0.0003405000315979123,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L4-006,1,escrow_3party,4,vi,complete,done,ok,1,0.0015512999962083995,0.0006821000133641064,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-009,1,escrow_3party,1,en,missing,done,ok,1,0.0012755999923683703,0.0004545999690890312,0,0,0,,unknown,1.0,True,False
vi-milestone-L4-003,1,milestone,4,vi,complete,done,ok,1,0.0009098000009544194,0.0004894000012427568,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-012,1,escrow_2party,4,vi,missing,done,ok,1,0.0009487000061199069,0.0004569999873638153,0,0,0,,unknown,1.0,True,False
vi-loan-L3-006,1,loan,3,vi,ambiguous,done,ok,1,0.0007159000379033387,0.0003733999910764396,0,0,0,,unknown,1.0,True,False
vi-loan-L1-005,1,loan,1,vi,missing,done,ok,1,0.0006845000316388905,0.0003573000431060791,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L4-004,1,crowdfunding,4,vi,ambiguous,done,ok,1,0.0008755999733693898,0.00039499998092651367,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L1-005,1,crowdfunding,1,vi,missing,done,ok,1,0.0009407000034116209,0.0003856000257655978,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-001,1,vesting,3,vi,complete,done,ok,1,0.0014934000209905207,0.001196000026538968,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L2-006,1,escrow_2party,2,vi,complete,done,ok,1,0.0009084000485017896,0.00041770003736019135,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-004,1,infeasible,3,vi,infeasible,done,ok,1,0.0001385000068694353,0.0001365999924018979,0,0,0,,unknown,,False,True
vi-escrow_2party-L3-001,1,escrow_2party,3,vi,missing,done,ok,1,0.0010752000380307436,0.00048340001376345754,0,0,0,,unknown,1.0,True,False
en-third_party-L2-009,1,third_party,2,en,complete,done,ok,1,0.001020300027448684,0.00045300001511350274,0,0,0,,unknown,1.0,True,False
en-vesting-L2-006,1,vesting,2,en,missing,done,ok,1,0.0007583000115118921,0.0004246000316925347,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-008,1,vesting,3,vi,complete,done,ok,1,0.00072900002123788,0.0003940000315196812,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-005,1,escrow_2party,2,en,missing,done,ok,1,0.0012147999950684607,0.0005953999934718013,0,0,0,,unknown,1.0,True,False
